event_id,shipment_id,event_type,event_timestamp,source_system
EVT00033_booked,SHP00033,booked,2026-02-21T03:00:00,dispatch_tms
EVT00033_pickup_confirmed,SHP00033,pickup_confirmed,2026-02-22T04:00:00,dispatch_tms
EVT00033_in_transit,SHP00033,in_transit,2026-02-23T05:00:00,dispatch_tms
EVT00033_delivered,SHP00033,delivered,2026-02-24T06:00:00,carrier_portal
EVT00034_booked,SHP00034,booked,2026-02-28T06:00:00,dispatch_tms
EVT00034_pickup_confirmed,SHP00034,pickup_confirmed,2026-03-01T07:00:00,dispatch_tms
EVT00034_in_transit,SHP00034,in_transit,2026-03-02T08:00:00,dispatch_tms
EVT00034_delivered,SHP00034,delivered,2026-03-04T10:00:00,carrier_portal
EVT00035_booked,SHP00035,booked,2026-03-07T09:00:00,dispatch_tms
EVT00035_pickup_confirmed,SHP00035,pickup_confirmed,2026-03-08T10:00:00,dispatch_tms
EVT00035_in_transit,SHP00035,in_transit,2026-03-09T11:00:00,dispatch_tms
EVT00035_delivered,SHP00035,delivered,2026-03-12T14:00:00,carrier_portal
EVT00036_booked,SHP00036,booked,2026-03-14T12:00:00,dispatch_tms
EVT00036_pickup_confirmed,SHP00036,pickup_confirmed,2026-03-15T13:00:00,dispatch_tms
EVT00036_in_transit,SHP00036,in_transit,2026-03-16T14:00:00,dispatch_tms
EVT00036_delivered,SHP00036,delivered,2026-03-16T14:00:00,carrier_portal
EVT00037_booked,SHP00037,booked,2026-03-21T15:00:00,dispatch_tms
EVT00037_pickup_confirmed,SHP00037,pickup_confirmed,2026-03-22T16:00:00,dispatch_tms
EVT00037_in_transit,SHP00037,in_transit,2026-03-23T17:00:00,dispatch_tms
EVT00037_delivered,SHP00037,delivered,2026-03-24T18:00:00,carrier_portal
EVT00038_booked,SHP00038,booked,2026-03-28T18:00:00,dispatch_tms
EVT00038_pickup_confirmed,SHP00038,pickup_confirmed,2026-03-29T19:00:00,dispatch_tms
EVT00038_in_transit,SHP00038,in_transit,2026-03-30T20:00:00,dispatch_tms
EVT00038_delivered,SHP00038,delivered,2026-04-01T22:00:00,carrier_portal
EVT00039_booked,SHP00039,booked,2026-04-04T21:00:00,dispatch_tms
EVT00039_pickup_confirmed,SHP00039,pickup_confirmed,2026-04-05T22:00:00,dispatch_tms
EVT00039_in_transit,SHP00039,in_transit,2026-04-06T23:00:00,dispatch_tms
EVT00039_delivered,SHP00039,delivered,2026-04-09T02:00:00,carrier_portal
EVT00040_booked,SHP00040,booked,2026-04-11T00:00:00,dispatch_tms
EVT00040_pickup_confirmed,SHP00040,pickup_confirmed,2026-04-12T01:00:00,dispatch_tms
EVT00040_in_transit,SHP00040,in_transit,2026-04-13T02:00:00,dispatch_tms
EVT00040_delivered,SHP00040,delivered,2026-04-13T02:00:00,carrier_portal
EVT00041_booked,SHP00041,booked,2026-04-18T03:00:00,dispatch_tms
EVT00041_pickup_confirmed,SHP00041,pickup_confirmed,2026-04-19T04:00:00,dispatch_tms
EVT00041_in_transit,SHP00041,in_transit,2026-04-20T05:00:00,dispatch_tms
EVT00041_delivered,SHP00041,delivered,2026-04-21T06:00:00,carrier_portal
EVT00042_booked,SHP00042,booked,2026-04-25T06:00:00,dispatch_tms
EVT00042_pickup_confirmed,SHP00042,pickup_confirmed,2026-04-26T07:00:00,dispatch_tms
EVT00042_in_transit,SHP00042,in_transit,2026-04-27T08:00:00,dispatch_tms
EVT00042_delivered,SHP00042,delivered,2026-04-29T10:00:00,carrier_portal
EVT00043_booked,SHP00043,booked,2026-05-02T09:00:00,dispatch_tms
EVT00043_pickup_confirmed,SHP00043,pickup_confirmed,2026-05-03T10:00:00,dispatch_tms
EVT00043_in_transit,SHP00043,in_transit,2026-05-04T11:00:00,dispatch_tms
EVT00043_delivered,SHP00043,delivered,2026-05-07T14:00:00,carrier_portal
EVT00044_booked,SHP00044,booked,2026-05-09T12:00:00,dispatch_tms
EVT00044_pickup_confirmed,SHP00044,pickup_confirmed,2026-05-10T13:00:00,dispatch_tms
EVT00044_in_transit,SHP00044,in_transit,2026-05-11T14:00:00,dispatch_tms
EVT00044_delivered,SHP00044,delivered,2026-05-11T14:00:00,carrier_portal
EVT00045_booked,SHP00045,booked,2026-05-16T15:00:00,dispatch_tms
EVT00045_pickup_confirmed,SHP00045,pickup_confirmed,2026-05-17T16:00:00,dispatch_tms
EVT00045_in_transit,SHP00045,in_transit,2026-05-18T17:00:00,dispatch_tms
EVT00045_delivered,SHP00045,delivered,2026-05-19T18:00:00,carrier_portal
EVT00046_booked,SHP00046,booked,2026-05-23T18:00:00,dispatch_tms
EVT00046_pickup_confirmed,SHP00046,pickup_confirmed,2026-05-24T19:00:00,dispatch_tms
EVT00046_in_transit,SHP00046,in_transit,2026-05-25T20:00:00,dispatch_tms
EVT00046_delivered,SHP00046,delivered,2026-05-27T22:00:00,carrier_portal
EVT00047_booked,SHP00047,booked,2026-05-30T21:00:00,dispatch_tms
EVT00047_pickup_confirmed,SHP00047,pickup_confirmed,2026-05-31T22:00:00,dispatch_tms
EVT00047_in_transit,SHP00047,in_transit,2026-06-01T23:00:00,dispatch_tms
EVT00047_delivered,SHP00047,delivered,2026-06-04T02:00:00,carrier_portal
EVT00048_booked,SHP00048,booked,2026-06-06T00:00:00,dispatch_tms
EVT00048_pickup_confirmed,SHP00048,pickup_confirmed,2026-06-07T01:00:00,dispatch_tms
EVT00048_in_transit,SHP00048,in_transit,2026-06-08T02:00:00,dispatch_tms
EVT00048_delivered,SHP00048,delivered,2026-06-08T02:00:00,carrier_portal
EVT00049_booked,SHP00049,booked,2026-06-13T03:00:00,dispatch_tms
EVT00049_pickup_confirmed,SHP00049,pickup_confirmed,2026-06-14T04:00:00,dispatch_tms
EVT00049_in_transit,SHP00049,in_transit,2026-06-15T05:00:00,dispatch_tms
EVT00049_delivered,SHP00049,delivered,2026-06-16T06:00:00,carrier_portal
EVT00050_booked,SHP00050,booked,2026-06-20T06:00:00,dispatch_tms
EVT00050_pickup_confirmed,SHP00050,pickup_confirmed,2026-06-21T07:00:00,dispatch_tms
EVT00050_in_transit,SHP00050,in_transit,2026-06-22T08:00:00,dispatch_tms
EVT00050_delivered,SHP00050,delivered,2026-06-24T10:00:00,carrier_portal
EVT00051_booked,SHP00051,booked,2026-06-27T09:00:00,dispatch_tms
EVT00051_pickup_confirmed,SHP00051,pickup_confirmed,2026-06-28T10:00:00,dispatch_tms
EVT00051_in_transit,SHP00051,in_transit,2026-06-29T11:00:00,dispatch_tms
EVT00051_delivered,SHP00051,delivered,2026-07-02T14:00:00,carrier_portal
EVT00052_booked,SHP00052,booked,2026-01-05T12:00:00,dispatch_tms
EVT00052_pickup_confirmed,SHP00052,pickup_confirmed,2026-01-06T13:00:00,dispatch_tms
EVT00052_in_transit,SHP00052,in_transit,2026-01-07T14:00:00,dispatch_tms
EVT00052_delivered,SHP00052,delivered,2026-01-07T14:00:00,carrier_portal
EVT00053_booked,SHP00053,booked,2026-01-12T15:00:00,dispatch_tms
EVT00053_pickup_confirmed,SHP00053,pickup_confirmed,2026-01-13T16:00:00,dispatch_tms
EVT00053_in_transit,SHP00053,in_transit,2026-01-14T17:00:00,dispatch_tms
EVT00053_delivered,SHP00053,delivered,2026-01-15T18:00:00,carrier_portal
EVT00054_booked,SHP00054,booked,2026-01-19T18:00:00,dispatch_tms
EVT00054_pickup_confirmed,SHP00054,pickup_confirmed,2026-01-20T19:00:00,dispatch_tms
EVT00054_in_transit,SHP00054,in_transit,2026-01-21T20:00:00,dispatch_tms
EVT00054_delivered,SHP00054,delivered,2026-01-23T22:00:00,carrier_portal
EVT00055_booked,SHP00055,booked,2026-01-26T21:00:00,dispatch_tms
EVT00055_pickup_confirmed,SHP00055,pickup_confirmed,2026-01-27T22:00:00,dispatch_tms
EVT00055_in_transit,SHP00055,in_transit,2026-01-28T23:00:00,dispatch_tms
EVT00055_delivered,SHP00055,delivered,2026-01-31T02:00:00,carrier_portal
EVT00056_booked,SHP00056,booked,2026-02-02T00:00:00,dispatch_tms
EVT00056_pickup_confirmed,SHP00056,pickup_confirmed,2026-02-03T01:00:00,dispatch_tms
EVT00056_in_transit,SHP00056,in_transit,2026-02-04T02:00:00,dispatch_tms
EVT00056_delivered,SHP00056,delivered,2026-02-04T02:00:00,carrier_portal
EVT00057_booked,SHP00057,booked,2026-02-09T03:00:00,dispatch_tms
EVT00057_pickup_confirmed,SHP00057,pickup_confirmed,2026-02-10T04:00:00,dispatch_tms
EVT00057_in_transit,SHP00057,in_transit,2026-02-11T05:00:00,dispatch_tms
EVT00057_delivered,SHP00057,delivered,2026-02-12T06:00:00,carrier_portal
EVT00058_booked,SHP00058,booked,2026-02-16T06:00:00,dispatch_tms
EVT00058_pickup_confirmed,SHP00058,pickup_confirmed,2026-02-17T07:00:00,dispatch_tms
EVT00058_in_transit,SHP00058,in_transit,2026-02-18T08:00:00,dispatch_tms
EVT00058_delivered,SHP00058,delivered,2026-02-20T10:00:00,carrier_portal
EVT00059_booked,SHP00059,booked,2026-02-23T09:00:00,dispatch_tms
EVT00059_pickup_confirmed,SHP00059,pickup_confirmed,2026-02-24T10:00:00,dispatch_tms
EVT00059_in_transit,SHP00059,in_transit,2026-02-25T11:00:00,dispatch_tms
EVT00059_delivered,SHP00059,delivered,2026-02-28T14:00:00,carrier_portal
EVT00060_booked,SHP00060,booked,2026-03-02T12:00:00,dispatch_tms
EVT00060_pickup_confirmed,SHP00060,pickup_confirmed,2026-03-03T13:00:00,dispatch_tms
EVT00060_in_transit,SHP00060,in_transit,2026-03-04T14:00:00,dispatch_tms
EVT00060_delivered,SHP00060,delivered,2026-03-04T14:00:00,carrier_portal
EVT00061_booked,SHP00061,booked,2026-03-09T15:00:00,dispatch_tms
EVT00061_pickup_confirmed,SHP00061,pickup_confirmed,2026-03-10T16:00:00,dispatch_tms
EVT00061_in_transit,SHP00061,in_transit,2026-03-11T17:00:00,dispatch_tms
EVT00061_delivered,SHP00061,delivered,2026-03-12T18:00:00,carrier_portal
EVT00062_booked,SHP00062,booked,2026-03-16T18:00:00,dispatch_tms
EVT00062_pickup_confirmed,SHP00062,pickup_confirmed,2026-03-17T19:00:00,dispatch_tms
EVT00062_in_transit,SHP00062,in_transit,2026-03-18T20:00:00,dispatch_tms
EVT00062_delivered,SHP00062,delivered,2026-03-21T23:00:00,carrier_portal
EVT00063_booked,SHP00063,booked,2026-03-23T21:00:00,dispatch_tms
EVT00063_pickup_confirmed,SHP00063,pickup_confirmed,2026-03-24T22:00:00,dispatch_tms
EVT00063_in_transit,SHP00063,in_transit,2026-03-25T23:00:00,dispatch_tms
EVT00063_delivered,SHP00063,delivered,2026-03-28T02:00:00,carrier_portal
EVT00064_booked,SHP00064,booked,2026-03-30T00:00:00,dispatch_tms
EVT00064_pickup_confirmed,SHP00064,pickup_confirmed,2026-03-31T01:00:00,dispatch_tms
EVT00064_in_transit,SHP00064,in_transit,2026-04-01T02:00:00,dispatch_tms
EVT00064_delivered,SHP00064,delivered,2026-04-01T02:00:00,carrier_portal
EVT00065_booked,SHP00065,booked,2026-04-06T03:00:00,dispatch_tms
EVT00065_pickup_confirmed,SHP00065,pickup_confirmed,2026-04-07T04:00:00,dispatch_tms
EVT00065_in_transit,SHP00065,in_transit,2026-04-08T05:00:00,dispatch_tms
EVT00065_delivered,SHP00065,delivered,2026-04-09T06:00:00,carrier_portal
EVT00066_booked,SHP00066,booked,2026-04-13T06:00:00,dispatch_tms
EVT00066_pickup_confirmed,SHP00066,pickup_confirmed,2026-04-14T07:00:00,dispatch_tms
EVT00066_in_transit,SHP00066,in_transit,2026-04-15T08:00:00,dispatch_tms
EVT00066_delivered,SHP00066,delivered,2026-04-17T10:00:00,carrier_portal
EVT00067_booked,SHP00067,booked,2026-04-20T09:00:00,dispatch_tms
EVT00067_pickup_confirmed,SHP00067,pickup_confirmed,2026-04-21T10:00:00,dispatch_tms
EVT00067_in_transit,SHP00067,in_transit,2026-04-22T11:00:00,dispatch_tms
EVT00067_delivered,SHP00067,delivered,2026-04-25T14:00:00,carrier_portal
EVT00068_booked,SHP00068,booked,2026-04-27T12:00:00,dispatch_tms
EVT00068_pickup_confirmed,SHP00068,pickup_confirmed,2026-04-28T13:00:00,dispatch_tms
EVT00068_in_transit,SHP00068,in_transit,2026-04-29T14:00:00,dispatch_tms
EVT00068_delivered,SHP00068,delivered,2026-04-29T14:00:00,carrier_portal
EVT00069_booked,SHP00069,booked,2026-05-04T15:00:00,dispatch_tms
EVT00069_pickup_confirmed,SHP00069,pickup_confirmed,2026-05-05T16:00:00,dispatch_tms
EVT00069_in_transit,SHP00069,in_transit,2026-05-06T17:00:00,dispatch_tms
EVT00069_delivered,SHP00069,delivered,2026-05-07T18:00:00,carrier_portal
EVT00070_booked,SHP00070,booked,2026-05-11T18:00:00,dispatch_tms
EVT00070_pickup_confirmed,SHP00070,pickup_confirmed,2026-05-12T19:00:00,dispatch_tms
EVT00070_in_transit,SHP00070,in_transit,2026-05-13T20:00:00,dispatch_tms
EVT00070_delivered,SHP00070,delivered,2026-05-15T22:00:00,carrier_portal
EVT00071_booked,SHP00071,booked,2026-05-18T21:00:00,dispatch_tms
EVT00071_pickup_confirmed,SHP00071,pickup_confirmed,2026-05-19T22:00:00,dispatch_tms
EVT00071_in_transit,SHP00071,in_transit,2026-05-20T23:00:00,dispatch_tms
EVT00071_delivered,SHP00071,delivered,2026-05-23T02:00:00,carrier_portal
EVT00072_booked,SHP00072,booked,2026-05-25T00:00:00,dispatch_tms
EVT00072_pickup_confirmed,SHP00072,pickup_confirmed,2026-05-26T01:00:00,dispatch_tms
EVT00072_in_transit,SHP00072,in_transit,2026-05-27T02:00:00,dispatch_tms
EVT00072_delivered,SHP00072,delivered,2026-05-28T03:00:00,carrier_portal
EVT00073_booked,SHP00073,booked,2026-06-01T03:00:00,dispatch_tms
EVT00073_pickup_confirmed,SHP00073,pickup_confirmed,2026-06-02T04:00:00,dispatch_tms
EVT00073_in_transit,SHP00073,in_transit,2026-06-03T05:00:00,dispatch_tms
EVT00073_delivered,SHP00073,delivered,2026-06-04T06:00:00,carrier_portal
EVT00074_booked,SHP00074,booked,2026-06-08T06:00:00,dispatch_tms
EVT00074_pickup_confirmed,SHP00074,pickup_confirmed,2026-06-09T07:00:00,dispatch_tms
EVT00074_in_transit,SHP00074,in_transit,2026-06-10T08:00:00,dispatch_tms
EVT00074_delivered,SHP00074,delivered,2026-06-12T10:00:00,carrier_portal
EVT00075_booked,SHP00075,booked,2026-06-15T09:00:00,dispatch_tms
EVT00075_pickup_confirmed,SHP00075,pickup_confirmed,2026-06-16T10:00:00,dispatch_tms
EVT00075_in_transit,SHP00075,in_transit,2026-06-17T11:00:00,dispatch_tms
EVT00075_delivered,SHP00075,delivered,2026-06-20T14:00:00,carrier_portal
EVT00076_booked,SHP00076,booked,2026-06-22T12:00:00,dispatch_tms
EVT00076_pickup_confirmed,SHP00076,pickup_confirmed,2026-06-23T13:00:00,dispatch_tms
EVT00076_in_transit,SHP00076,in_transit,2026-06-24T14:00:00,dispatch_tms
EVT00076_delivered,SHP00076,delivered,2026-06-24T14:00:00,carrier_portal
EVT00077_booked,SHP00077,booked,2026-06-29T15:00:00,dispatch_tms
EVT00077_pickup_confirmed,SHP00077,pickup_confirmed,2026-06-30T16:00:00,dispatch_tms
EVT00077_in_transit,SHP00077,in_transit,2026-07-01T17:00:00,dispatch_tms
EVT00077_delivered,SHP00077,delivered,2026-07-02T18:00:00,carrier_portal
EVT00078_booked,SHP00078,booked,2026-01-07T18:00:00,dispatch_tms
EVT00078_pickup_confirmed,SHP00078,pickup_confirmed,2026-01-08T19:00:00,dispatch_tms
EVT00078_in_transit,SHP00078,in_transit,2026-01-09T20:00:00,dispatch_tms
EVT00078_delivered,SHP00078,delivered,2026-01-11T22:00:00,carrier_portal
EVT00079_booked,SHP00079,booked,2026-01-14T21:00:00,dispatch_tms
EVT00079_pickup_confirmed,SHP00079,pickup_confirmed,2026-01-15T22:00:00,dispatch_tms
EVT00079_in_transit,SHP00079,in_transit,2026-01-16T23:00:00,dispatch_tms
EVT00079_delivered,SHP00079,delivered,2026-01-19T02:00:00,carrier_portal
EVT00080_booked,SHP00080,booked,2026-01-21T00:00:00,dispatch_tms
EVT00080_pickup_confirmed,SHP00080,pickup_confirmed,2026-01-22T01:00:00,dispatch_tms
EVT00080_in_transit,SHP00080,in_transit,2026-01-23T02:00:00,dispatch_tms
EVT00080_delivered,SHP00080,delivered,2026-01-24T03:00:00,carrier_portal
EVT00081_booked,SHP00081,booked,2026-01-28T03:00:00,dispatch_tms
EVT00081_pickup_confirmed,SHP00081,pickup_confirmed,2026-01-29T04:00:00,dispatch_tms
